Supplementary Table S6: gene expression profile (FPKM) of mouse across 17 tissues																																																																						
gene_id	gene_short_name	gene_type	mAg_F_815	mAg_F_831	mAg_M_783	mAg_M_799	mBr_F_812	mBr_F_828	mBr_F_848	mBr_F_850	mBr_M_780	mBr_M_796	mBr_M_844	mBr_M_846	mFs_F_823	mFs_F_839	mFs_M_791	mFs_M_807	mHe_F_818	mHe_F_834	mHe_M_786	mHe_M_802	mKi_F_814	mKi_F_830	mKi_M_782	mKi_M_798	mLi_F_813	mLi_F_829	mLi_F_849	mLi_F_851	mLi_M_781	mLi_M_797	mLi_M_845	mLi_M_847	mLin_F_825	mLin_F_841	mLin_M_793	mLin_M_809	mLu_F_817	mLu_F_833	mLu_M_785	mLu_M_801	mMu_F_826	mMu_F_842	mMu_M_794	mMu_M_810	mOv_F_820	mOv_F_836	mSin_F_824	mSin_F_840	mSin_M_792	mSin_M_808	mSp_F_816	mSp_F_832	mSp_M_784	mSp_M_800	mSt_F_822	mSt_F_838	mSt_M_790	mSt_M_806	mTe_M_788	mTe_M_804	mTh_F_819	mTh_F_835	mTh_M_787	mTh_M_803	mUt_F_827	mUt_F_843	mVg_M_795	mVg_M_811
ENSMUSG00000024096	Ralbp1	protein_coding	13.2235	14.7214	11.7845	13.6697	16.7206	17.8576	16.9553	18.169	19.4059	18.5575	18.6801	18.4278	47.5888	26.0376	26.4653	41.4093	6.7729	8.2658	8.0942	9.5169	12.9483	11.2455	12.7656	11.9704	4.2002	4.6083	5.4902	5.4272	4.304	4.5737	3.9718	4.5286	13.9578	17.6807	19.5699	17.2739	29.9283	36.1596	22.9834	25.2948	6.6791	5.7461	5.6848	6.5336	25.5973	25.5152	17.5679	15.2958	14.7369	13.5249	20.2259	19.9234	22.7084	21.2005	17.2901	16.7581	14.8797	15.9037	7.7454	7.8178	24.8263	25.2773	25.8083	21.8701	60.3914	23.0689	19.7516	17.5394
ENSMUSG00000024097	Srsf7	protein_coding	77.1785	67.4415	89.1499	88.3695	64.0436	63.7033	62.8377	61.6877	59.5485	68.1738	63.9934	60.7645	51.2278	33.6209	44.4169	50.4285	34.6453	29.3762	32.133	29.2356	30.0883	29.5615	28.7966	32.1788	19.0912	19.7159	17.9148	21.401	14.6366	17.3072	14.2974	16.0246	40.7976	72.2858	69.6583	74.0338	63.9993	51.9062	69.0416	63.5142	37.2899	22.5657	41.3015	22.2469	103.918	114.302	61.2943	66.8629	40.7344	47.7625	109.359	114.792	105.224	122.862	30.6373	25.8733	34.5441	30.3471	66.3256	72.1714	179.187	194.717	182.509	195.05	91.2591	151.129	22.9534	44.5573
ENSMUSG00000024098	Twsg1	protein_coding	49.9554	51.9491	45.7448	46.3216	10.2138	11.9556	10.8458	10.9811	11.8732	10.796	12.3731	11.3339	74.881	54.1583	59.6842	73.2075	28.9399	27.0505	35.8414	39.7209	29.6133	32.0289	24.0957	22.4903	15.2254	12.7584	15.6457	14.9337	13.3507	16.7556	11.4697	15.292	25.9236	35.8049	37.121	37.9241	73.7847	82.454	64.8207	62.5867	28.6784	15.6498	18.6495	16.4871	87.0535	76.68	18.2536	20.4857	18.3455	12.7512	19.9584	20.232	18.0261	14.8875	36.411	34.1467	33.6413	27.0999	7.2745	8.7188	24.7595	22.5364	28.0664	22.7638	69.6936	63.0208	12.0407	22.0098
ENSMUSG00000024099	Ndufv2	protein_coding	131.349	116.07	141.689	170.683	122.537	121.733	136.09	111.343	106.452	113.99	116.62	118.131	99.1474	130.717	136.794	108.358	388.323	369.252	345.92	322.054	203.499	235.543	185.032	194.687	99.6369	117.277	97.2495	93.5076	96.1082	87.8976	91.2546	92.4225	130.613	166.503	178.282	170.347	67.026	66.9116	79.4081	70.9292	365.302	325.138	352.985	325.07	84.0142	79.1836	131.754	166.006	167.251	186.142	75.637	65.272	75.6134	89.6327	154.451	140.033	167.634	148.858	219.842	228.343	98.0809	110.44	98.6631	98.7133	92.1136	100.976	45.3163	59.8763
ENSMUSG00000024101	Wash	protein_coding	6.6998	6.968	6.5205	7.9195	6.6841	6.0377	6.1306	6.5053	7.7923	5.7311	6.9828	6.1093	7.7657	6.2991	5.8239	7.5773	2.7422	3.6119	3.4869	3.9769	5.9797	6.4056	6.8604	6.926	2.8133	3.4664	3.1071	2.778	2.3783	3.2373	2.788	3.9475	4.7513	5.1745	4.8923	5.5904	7.234	7.8645	5.8719	7.409	3.0308	3.0836	2.8954	3.3952	11.071	9.0343	5.507	5.2479	5.3735	4.0204	11.8358	10.5757	11.8258	8.9312	5.5635	4.5369	5.229	5.3902	7.3051	9.0427	12.4057	12.0084	13.0742	13.0902	7.5096	7.3226	6.7141	4.7105
ENSMUSG00000024104	Fam21	protein_coding	14.6252	15.27	14.8385	13.399	21.0515	20.4811	17.9009	18.922	19.5943	18.862	18.9678	21.8893	12.7208	9.9289	9.3648	12.1597	3.8263	4.3179	4.7106	5.011	13.9124	13.3246	13.2141	12.3736	7.6846	6.9483	6.5539	7.2011	7.3737	8.1856	7.1996	7.4769	7.0388	9.7882	8.9179	9.7909	17.6719	16.4264	15.338	16.3086	6.2556	4.8354	5.5597	4.858	19.9754	20.3662	10.1036	9.8024	9.0051	7.6947	23.0641	22.3243	21.1496	16.9171	7.6163	6.1164	7.4584	6.7141	6.0774	5.9074	15.0597	14.5534	16.5584	14.3014	13.4278	17.1723	17.7468	16.3758
ENSMUSG00000024105	Themis3	protein_coding	0.0878	0	0	0	0	0	0	0	0	0.073	0	0.0676	0	0	0.1448	0	0	0	0.0459	0.0455	0	0	0	0	0	0.0654	0	0	0.0666	0	0	0.0627	17.5379	40.825	48.4281	43.1472	0.1389	0.1422	0	0.1144	0.2258	0.2323	1.965	0.0549	0.5204	0	50.1714	38.9322	74.6402	46.4735	0	0	0	0	0.1275	0	0.1791	0	0	0.0952	0.1439	0	0.0783	0.0647	0.0719	0.1859	0	0
ENSMUSG00000024107	Lhcgr	protein_coding	0	0	0	0.0633	0.2868	0	0	0.0623	0.0653	0.1931	0.0677	0	0	0	0.0612	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0517	0	0	0.0893	0	0	32.9211	80.7237	0	0	0	0	0	0	0.1126	0	0	0	0	0	3.8173	4.0167	0	0	0	0	0.1241	0	0	0
ENSMUSG00000024109	Nrxn1	protein_coding	2.447	4.1897	6.119	3.4789	85.6968	87.985	85.6399	98.2383	90.6797	64.2286	59.8341	89.4499	0.5113	0.7603	0.6399	1.5073	0.3929	0.269	0.4184	0.2975	0	0.1983	0.3312	0	1.0102	2.072	0.7566	1.3376	1.133	1.2405	0.6222	1.3311	0.6721	1.0538	0.4118	0.4804	1.2428	0.9811	0.5291	1.4518	0.0899	0.1	0.652	0.059	1.4724	1.1295	0.2613	0.4711	0.0336	0.0241	0.6537	0.6181	0.6932	0.316	0.3934	0.8205	0.6027	0.4374	1.2451	1.9757	0.2605	0.4586	0.3614	0.2731	0.0153	1.1345	0.0526	0.2908
ENSMUSG00000024112	Cacna1h	protein_coding	24.1069	22.54	40.1342	32.8993	12.7991	17.5743	13.7031	10.8164	13.0913	12.5236	18.1111	13.8204	7.1742	5.7395	5.4642	12.9765	0.8534	1.9807	4.4863	2.4916	0.082	0.125	0.039	0.3636	0	0.0295	0.015	0	0.0281	0	0	0.0267	7.2338	7.6797	6.7044	6.723	0.1757	0.4109	1.0453	0.3456	0.389	0.2376	3.0626	1.2787	14.1636	20.185	4.7313	3.1322	4.594	2.3287	2.7753	3.8236	5.4668	1.9933	2.2992	3.7747	1.6762	2.1757	42.1776	37.364	0.3733	0.5799	1.1926	0.4411	5.3947	9.9235	0.7806	0.6755
ENSMUSG00000024114	Prss41	protein_coding	0	0	0	0	0.2372	0	0	0	0.0863	0.1786	0	0.3687	0	0	0.1667	0.3948	0	0	0	0	0.3259	0	0	0.1402	0	0	0	0	0	0	0	0	0	2.5771	2.6939	1.9243	0.1564	0.2335	0.0687	0.1937	0	0	0.3949	0	0	0	1.2008	1.0473	0.5636	0.4944	0.0788	0.1497	0	0.1309	0.073	0	0	0.2231	6.5054	5.4687	0	0	0	0	0	0	0	0.1701
ENSMUSG00000024116	Prss21	protein_coding	0.1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1341	0	0	0	0.0977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1185	0	0	0	0	0	0	0	0.283	0	0	0	0.1172	0	0	0	0	0	0	0	0	0	0	0	96.2726	91.4715	0	0	0	0	0	0	0	0
ENSMUSG00000024118	1600002H07Rik	protein_coding	4.5793	6.2492	3.3043	3.829	4.9756	3.2142	3.6338	3.1211	2.735	2.1384	3.1878	2.9937	10.9941	4.9613	5.9479	7.5551	0.7534	1.2558	1.0948	1.5095	1.8493	1.0374	1.374	1.2792	44.8257	37.0707	43.5671	35.2809	24.5727	44.4673	28.055	43.2431	2.2112	2.5832	2.3563	2.3425	4.4539	4.1871	3.7189	4.1174	1.0789	0.5423	1.2268	1.2543	6.7825	5.0717	2.4105	3.086	2.0913	2.2725	4.5788	3.4462	5.3178	7.1798	1.8012	0.7878	2.0679	1.8932	1.7879	1.7686	6.1105	5.1967	4.9348	5.3232	2.9456	5.6625	1.9245	2.339
ENSMUSG00000024120	Lrpprc	protein_coding	24.8839	25.7997	16.9143	18.0057	17.7568	16.2488	16.3634	17.8458	17.8368	17.098	16.1877	17.7503	11.4018	10.6728	9.8335	12.7794	26.0749	28.5923	22.595	23.7004	24.2371	25.3819	24.1692	22.1837	26.1086	28.3325	24.1987	29.8714	25.5041	27.0349	22.2268	26.225	10.4753	14.3277	10.9508	13.8614	9.664	8.1994	7.3925	8.535	16.1705	17.8398	12.785	18.4577	19.3056	21.5372	15.6842	18.7122	14.1135	14.0566	16.1459	15.2465	16.62	20.1522	11.7453	10.1115	11.4179	10.2403	14.2515	15.8436	14.0099	14.8346	13.7293	13.5566	11.6587	17.0306	5.3219	6.8992
ENSMUSG00000024121	Atp6v0c	protein_coding	275.191	237.586	244.116	238.385	555.227	589.2	605.496	613.389	652.503	572.146	550.075	623.503	343.771	198.98	235.756	300.097	106.541	97.6264	107.133	103.7	375.919	325.693	407.162	416.649	84.6211	85.5008	92.708	82.2087	73.3957	99.4922	80.5148	103.595	114.244	148.231	151.733	147.783	167.046	149.97	140.876	170.312	117.492	95.9891	97.4316	111.857	151.081	148.237	153.704	135.866	146.367	151.356	147.039	152.026	155.344	147.947	172.253	135.345	178.593	165.131	86.2825	97.6905	141.773	137.26	135.169	140.447	140.616	141.695	75.0817	81.6781
ENSMUSG00000024122	Pdpk1	protein_coding	15.4443	14.6924	15.3688	13.4063	26.7958	25.5339	28.2465	25.9618	24.5093	28.9161	27.3186	27.6347	20.916	13.2872	18.8782	19.0434	8.5022	8.4643	9.06	10.0615	9.8895	10.658	9.7751	9.6773	7.479	6.6387	7.1945	7.0841	7.6579	6.8987	7.1366	7.6367	11.7279	16.7628	17.4849	18.3529	15.7185	14.9101	14.9785	15.2625	11.1753	9.3061	10.0691	9.2156	15.9743	14.7416	14.6657	13.727	13.244	13.132	16.672	17.7669	15.7652	19.1094	11.3948	11.0382	11.7936	11.4817	76.1739	73.2255	37.3194	34.2961	34.9064	37.3969	11.3763	13.5713	2.8076	6.661
ENSMUSG00000024124	Prss30	protein_coding	0.4208	0.8838	0.3967	0.8418	0.2584	0.5314	0.324	0.3156	0.3386	1.1721	0.4434	0.2084	0.346	0.141	0.1119	0.3001	0.22	0.4091	0.6314	0.1388	0.2452	0.29	0	0.3093	0	0	0.4388	0	0.1926	0	0.6042	0.1809	145.322	192.965	212.734	218.569	1.5461	0.6498	1.2465	0.8983	5.0856	0.9296	7.4413	1.1856	1.9415	3.0021	143.275	113.063	171.916	139.242	6.5467	7.8952	9.2394	4.4363	0.2954	0	0.1342	0.1276	0	0.436	1.6822	1.4664	1.0825	0.8812	0.7659	0.2986	0.2188	0.2044
ENSMUSG00000024125	Sbpl	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2856	0.1493	0	0.2454	0	0	0	0	0	0	0	0	0.6113	0	0	0	0	0	0	0	0	0	0	0	0.1935	0	0	0	0.7448	0.8132	1.3135	0.5386	0	0	0	0
ENSMUSG00000024127	Prepl	protein_coding	13.5007	16.176	17.8672	16.7575	145.349	137.233	123.232	126.386	129.063	107.609	101.101	128.641	8.7601	12.1954	10.2057	10.6211	29.3577	28.5744	25.6469	23.1309	72.1151	79.3052	59.4361	56.0764	9.8447	9.9968	10.5108	10.0704	8.5794	11.8923	7.1761	11.0935	14.2952	13.6416	15.3574	15.4189	10.3551	8.9996	12.5193	11.7348	11.3531	9.6861	8.6328	12.7684	19.0673	16.3301	41.2841	35.9775	42.1289	43.7328	8.5676	9.3701	9.062	8.1015	11.6699	11.8009	13.1801	10.4566	14.0572	16.8777	10.1927	8.8298	9.9704	10.1179	14.356	16.5223	3.7554	5.8608
ENSMUSG00000024128	Sbp	protein_coding	0.1905	0	0	0.2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1863	0.6648	0.1779	0.5882	0	0	1.0293	1.4073
ENSMUSG00000024130	Abca3	protein_coding	5.2992	6.495	6.4469	6.1862	11.4513	12.7197	10.1231	12.5715	12.0287	10.368	11.9022	12.0111	9.0112	10.4712	6.8262	8.5494	2.5757	2.8847	2.7611	3.431	51.1976	43.8101	63.3198	46.4013	10.5276	11.6165	10.8815	15.5114	5.6638	9.54	5.2489	10.323	5.1657	9.5023	7.5023	8.7411	80.6892	69.9055	60.5348	64.2503	2.367	2.7775	2.3664	2.8497	8.4282	6.0379	6.6185	5.0655	5.275	5.1562	11.8574	11.8971	12.8333	14.1098	8.0888	7.7668	6.4536	8.2228	2.1124	2.2982	7.9605	6.9919	7.0304	6.4687	9.7996	6.4203	4.9992	4.5921
ENSMUSG00000024131	Slc3a1	protein_coding	4.1083	3.469	7.2798	2.0775	0.9294	0.0712	0.1179	0.0606	0.32	0.1864	0.0657	0.1161	0.0621	0.2246	0.1805	0.1077	0.0672	0	0.2182	0.3832	232.239	281.285	188.417	148.677	13.9464	14.3581	15.6331	10.1311	12.6917	23.1261	12.552	23.298	12.0076	1.6851	2.471	2.9219	0.5249	0.4385	0.4589	0.3357	0.495	0.2987	0.933	0.411	0.3122	0.3239	129.965	112.971	140.481	164.539	0.1756	0.4432	0.387	0.2843	0.3206	0.085	0.297	0.1334	0.1989	0.3153	0.9131	0.7484	0.5269	0.5993	0.179	0.3109	0.1804	0.3821
ENSMUSG00000024132	Eci1	protein_coding	60.9014	76.2955	60.0897	77.2737	13.537	9.9036	11.8978	8.5087	15.9249	17.4487	12.9357	15.103	21.2476	46.0562	41.1924	29.5404	137.678	143.385	127.615	115.819	78.4699	75.1045	65.1768	61.069	84.9158	91.7027	101.991	86.1804	81.5994	68.2583	92.3466	68.5544	25.3076	32.6458	29.9529	26.3739	28.1043	31.797	26.8889	28.605	55.5237	68.2492	59.2106	71.8365	40.8653	33.2075	50.6868	57.6418	48.7905	45.4486	22.5125	25.4252	20.4422	20.7429	63.768	66.1904	73.3194	64.9846	7.2347	9.0751	7.8591	8.3658	12.6634	8.9802	29.4868	35.3389	25.9322	24.5489
ENSMUSG00000024134	Six2	protein_coding	0.4405	0.0995	0.1875	0.3793	0.8244	1.0615	0.6415	0.8475	0.6451	1.2283	0.7739	0.5022	1.3632	5.6843	4.0294	3.3233	0.0894	0.0651	0.3253	0.5664	0.1254	0.1463	0	0	0.5321	0	0.0732	0	0.0648	0	0.0704	0.2534	1.0947	0.3582	0.2356	0.2407	0.3061	0.2167	0.0838	0.2429	0.8826	2.1535	0.3288	0.43	0.9326	0	0.238	0.1162	0	0	0.2087	0.3908	0.2693	0.2714	7.3787	6.0577	8.0271	4.686	2.1655	1.404	4.4688	5.2865	4.4601	4.8202	0.2126	0.1397	0	0
ENSMUSG00000024135	Srbd1	protein_coding	5.7835	4.8061	3.7289	5.017	2.2793	2.9546	2.4198	2.535	2.6753	2.9583	2.5658	2.6197	4.6762	3.3207	2.8528	5.1747	1.3384	1.3787	1.7684	1.8593	3.6667	2.9958	2.7509	2.697	1.9403	2.8123	2.3378	3.5032	2.6623	2.107	2.7694	2.8304	2.9336	3.811	3.2572	3.9572	4.3786	3.9767	3.0668	4.4066	1.0188	0.8138	0.8622	1.1425	13.1433	13.8843	3.3275	3.2548	3.023	2.1396	5.6505	6.3295	8.0215	7.8188	2.3474	1.991	2.895	2.5275	3.7081	4.8478	8.0127	8.0469	7.6786	7.044	7.7999	8.6104	1.585	2.6622
ENSMUSG00000024136	Dnase1l2	protein_coding	1.8721	1.6988	2.5435	2.2397	5.7189	6.2686	4.2086	4.8521	3.3499	5.8089	5.8394	4.4886	90.9199	30.3802	57.774	75.2763	1.9137	1.1278	1.3286	1.8689	1.2505	0.7784	1.9331	2.544	0.7747	0.3369	0.1618	1.3237	0.4909	0.6992	0.575	0.6252	2.5705	2.0311	1.8099	2.9655	3.0286	2.2838	3.0752	4.4851	1.2037	2.0888	2.3542	2.3473	3.1316	4.0302	1.1529	1.4326	0.488	0.3076	4.4036	3.9955	4.6493	3.8196	13.5484	8.9409	12.0745	9.6476	2.1152	2.9651	2.3508	3.1626	3.6925	2.9816	5.6691	4.2899	9.16	4.7753
ENSMUSG00000024137	E4f1	protein_coding	6.7186	5.8895	8.0666	7.6758	8.138	10.3686	8.6288	8.1715	6.9994	9.4304	9.6942	7.7478	9.6111	7.592	6.55	8.7373	3.6209	3.2238	3.8349	3.8449	3.869	3.6847	5.3292	4.8139	2.602	1.4641	2.1104	2.5071	1.6565	2.1359	1.7333	2.4876	4.3423	6.3382	6.1146	6.1248	9.6359	8.5479	7.2261	7.5375	4.2092	4.085	4.6758	3.8894	8.9818	10.4003	3.9878	4.1565	4.0796	2.5782	13.5881	11.7996	13.109	8.9694	5.1304	3.5791	4.7263	3.1616	9.0011	8.7582	15.714	14.3108	15.4794	13.6129	7.5239	10.7244	6.8793	5.3849
ENSMUSG00000024140	Epas1	protein_coding	27.7878	32.8352	28.1473	32.8046	21.4727	21.5135	18.4451	18.6662	18.7943	24.7383	22.1039	21.3167	11.1072	9.7797	8.66	11.1961	43.3223	46.3775	42.8505	46.2253	35.7076	26.2959	32.4293	34.8221	32.9384	25.0594	30.9622	24.7433	16.2305	28.483	17.091	28.4642	12.5093	26.7262	31.5681	34.9215	274.922	399.933	217.982	257.674	25.5957	20.8391	21.2321	25.5497	27.7858	27.7751	5.0999	5.5718	6.42	5.3219	26.2767	26.3283	23.9816	18.0303	9.6524	8.9559	9.4552	7.7313	6.0147	6.9189	2.0364	2.3287	2.5057	2.3882	35.6978	21.7406	3.07	3.3557
ENSMUSG00000024142	Mlst8	protein_coding	8.3584	7.9507	7.2497	6.9944	8.7525	9.3749	10.062	9.4329	7.2426	8.7251	8.3136	9.0397	6.6124	6.0918	5.328	6.3078	3.0372	2.4946	2.9882	3.1902	4.3338	4.7655	3.0004	3.6305	2.2062	2.4241	2.2488	2.5208	1.7657	2.0074	1.834	2.5476	5.4478	8.0414	6.7133	7.0873	4.6867	4.8353	4.9887	5.2344	4.5012	4.7975	5.506	5.3085	8.7894	8.604	6.0832	7.8966	5.5947	6.3017	7.2671	7.9663	7.7429	8.6468	6.164	5.6174	4.2907	4.3952	4.337	4.0772	8.6384	10.9862	10.194	9.7444	7.2825	9.1587	3.4566	5.0967
ENSMUSG00000024143	Rhoq	protein_coding	33.8376	27.9282	23.5334	26.9849	12.8265	12.799	12.1745	8.6886	14.0362	13.4688	12.6917	10.2638	13.0376	13.2564	12.3017	15.2588	36.2438	40.9199	42.1978	39.6349	14.4364	14.8291	14.5737	14.2995	2.6822	2.011	2.0562	1.9928	2.0955	2.088	1.671	1.8114	10.9604	14.1967	13.3433	13.1523	18.8825	19.9434	16.7604	15.3023	66.6273	91.0672	54.5227	83.1015	19.7927	23.1142	10.5351	14.5073	10.3023	9.7074	22.2237	23.8271	19.6774	15.808	8.8894	9.3909	8.8708	8.1311	2.7874	2.8284	5.8133	5.6024	7.9817	7.5816	44.4372	35.7886	12.888	19.4721
ENSMUSG00000024145	Pigf	protein_coding	21.6928	17.4163	22.1261	23.8135	15.3584	14.2556	14.172	13.7631	10.2011	12.9955	17.3594	14.743	32.2363	37.5041	39.7577	35.114	13.6338	15.3483	17.401	15.5647	15.1996	18.2299	18.1585	21.5002	7.5139	6.0605	6.504	6.8045	6.1323	6.2118	4.9808	7.5588	19.262	32.6331	41.1906	35.1609	18.702	14.9748	19.4667	15.2036	21.3391	20.1165	24.8673	27.1382	18.0012	18.2646	31.2981	36.9696	36.3429	38.0132	17.1418	22.3075	18.0367	17.4248	26.4989	30.979	35.9403	32.5531	83.639	85.732	12.3272	14.4537	12.787	14.7858	23.2633	28.8663	10.9972	13.6815
ENSMUSG00000024146	Cript	protein_coding	72.6274	63.583	70.6299	72.0078	49.7508	41.9704	54.4972	46.1683	44.7156	45.8899	45.7229	49.1934	44.4161	42.5055	49.393	51.7245	25.0788	28.0981	30.8153	32.572	53.0464	56.6447	53.1557	55.5929	32.2799	32.588	33.2457	30.0792	31.6935	37.0813	30.6194	31.1609	52.0466	67.5215	66.4618	64.1922	55.0059	61.7938	66.5133	60.1853	40.0658	46.5198	41.7444	36.1416	48.5961	51.1083	56.6013	63.1402	67.8844	75.5711	46.0818	52.5867	47.7315	48.4494	56.1673	47.7448	54.3505	48.8826	93.2584	92.2081	64.7326	69.9973	67.8314	68.6729	45.8782	43.6624	25.9166	26.9916
ENSMUSG00000024150	Mcfd2	protein_coding	306.551	279.638	226.754	243.756	38.5538	33.4037	36.8647	32.2152	39.1586	36.3448	40.8443	41.917	51.2012	50.3	45.6677	51.7548	26.51	31.8194	31.3829	36.3284	107.391	103.258	84.9728	91.9927	150.585	161.495	150.754	172.122	105.806	132.849	111.777	134.217	69.9534	56.7245	58.9715	57.4197	73.8956	74.5668	69.1389	85.9475	32.599	20.2133	25.5046	27.6146	76.9037	76.2957	156.355	148.688	165.218	200.618	50.4452	55.5003	46.2905	38.2226	56.3689	52.0278	52.1809	57.758	41.9639	46.732	26.8804	29.0358	25.3267	30.0175	64.5733	67.0861	109.165	138.44
ENSMUSG00000024151	Msh2	protein_coding	5.7034	7.5322	7.1429	6.4444	9.2858	9.3763	8.0306	7.6779	9.2696	7.7388	8.6733	8.6359	9.5643	6.5154	6.229	7.8479	4.3338	5.0641	5.1613	5.4751	6.0537	5.9649	6.6374	5.5923	2.3739	2.0431	1.8912	1.7203	1.9797	1.8227	1.4221	1.8074	6.3065	10.7473	10.1389	9.4076	8.5729	9.4205	8.292	8.2135	5.4109	4.1097	4.2717	3.9033	16.3087	14.1054	8.139	10.2527	5.6334	6.3206	19.0182	18.4993	17.483	19.3875	5.736	5.1066	6.6524	4.8269	5.7917	7.149	35.0707	35.822	32.1483	31.9111	12.7835	17.2278	6.7114	6.824
ENSMUSG00000024154	Gtf2a1l	protein_coding	0.2538	0	0	0.2078	0.2701	0	0.2551	0	0.3503	0.0852	0.3545	0.1576	0.2039	0	0.0833	0.296	0	0	0	0	0	0	0	0	0.082	0	0	0	0.4461	0	0	0	0	0.0851	0	0.2054	0	0	0.1726	0	0	0	0.5674	0	1.1399	0.5487	0	0	0.0694	0.0685	0	0	0	0	0	0	0.5077	0.2784	164.618	165.368	0.083	0	0.0902	0	0	0	0.0848	0.0758
ENSMUSG00000024155	Meiob	protein_coding	0.3618	1.37	1.3984	2.078	0.1788	0	0.0822	0	0.0842	0	0	0	0.0776	0	0	0.07	0	0.15	0.1907	0	0	0.0992	0.0849	0.0856	2.6428	3.4414	1.4048	2.6431	4.2957	3.5974	3.0072	2.3637	0.1557	0.0836	0	0.0701	0	0	0	0.0627	0	0	0.1565	0.0701	0.0788	0	0.131	0.1752	0.0667	0.2645	0.0765	0.0725	0.075	0.3073	0.0656	0	0	0.1612	17.079	22.5616	0.2424	0.3215	0	0.2156	0.2349	0.1022	0	0
ENSMUSG00000024158	Hagh	protein_coding	43.0261	49.2769	48.6997	43.9373	55.9263	49.0009	52.0002	51.2775	48.3436	48.2151	45.3628	52.2536	36.0256	36.5413	37.5	29.8217	32.5364	28.0086	30.0611	31.4963	150.102	147.871	145.221	150.938	174.644	203.435	199.699	188.146	194.081	222.021	201.168	241.213	34.3655	36.7272	41.1831	36.991	25.6165	27.285	28.8113	31.3661	31.444	41.1571	36.6193	40.7985	18.0607	25.5143	56.0559	73.9654	71.6731	87.7864	36.041	28.8636	49.9632	142.227	34.7937	37.493	34.8522	42.1224	194.333	221.659	36.3832	35.0923	35.5723	35.5489	23.4291	17.5855	22.5596	18.7093
ENSMUSG00000024160	Spsb3	protein_coding	6.8122	9.1019	4.3991	7.5628	9.3369	6.786	9.5114	9.4894	7.6571	11.0714	15.6804	7.918	12.2568	7.3464	9.6435	8.0906	2.3674	2.2306	7.6668	4.4476	4.3684	6.8255	8.3093	3.8381	1.0821	2.864	1.1553	1.2891	2.8335	1.574	2.6375	3.7356	5.763	8.0998	4.5686	5.3328	5.1325	8.2614	5.1799	4.5847	5.6772	7.3614	6.6745	7.3942	8.8546	8.5542	5.7655	3.6219	5.6942	4.5671	6.4651	7.5161	9.8225	13.5588	4.7588	2.1039	4.4282	2.4733	27.1298	29.2335	20.4716	19.0085	17.1311	16.572	7.7461	7.0599	1.8435	3.0246
ENSMUSG00000024163	Mapk8ip3	protein_coding	71.9952	75.7785	105.277	86.6095	87.1457	105.422	88.1309	99.9063	91.5301	88.9852	92.6365	94.1556	21.7458	19.537	15.9453	25.0103	24.1796	21.373	22.7144	24.1369	14.9523	13.2364	14.0924	16.4161	11.9748	6.3542	9.0781	8.7752	5.737	8.0928	6.1314	6.2284	11.4301	17.2991	16.1022	18.0321	41.4331	34.484	33.9739	33.1937	14.8263	14.35	13.0255	12.9099	48.584	59.8997	13.0474	13.3649	11.2886	7.8617	40.4197	43.6547	49.5076	41.9013	14.7206	8.6708	12.2205	11.4154	28.3439	30.055	61.6696	62.9567	62.6981	65.1078	25.1502	38.9621	11.4318	18.4443
ENSMUSG00000024164	C3	protein_coding	211.022	179.496	42.8601	56.8776	21.0396	3.3311	1.8519	2.416	0.4889	0.8454	2.1172	1.4367	172.052	48.6862	74.6637	150.546	23.6686	26.4573	54.5859	53.2179	9.2911	3.5962	12.371	13.2349	1174.62	1175.92	1164.49	1477.87	830.343	1370.44	868.116	1402.95	29.8333	17.9776	19.2453	27.4813	237.603	191.228	238.964	174.798	68.9309	17.461	44.1003	25.118	177.361	62.993	16.3469	19.4307	8.0493	11.6539	164.024	144.809	161.725	111.771	32.0091	27.8841	13.6338	18.494	6.249	9.8394	44.7065	49.891	54.2681	32.6126	737.462	21.7567	16.0777	15.6098
ENSMUSG00000024165	Hn1l	protein_coding	14.7976	11.7172	9.45	11.6205	3.9784	2.3244	2.2245	1.9863	2.3525	1.9769	3.7311	2.5091	11.7157	16.363	14.1212	15.7498	2.989	3.0469	3.3637	3.5315	15.9858	18.3563	13.3493	12.9101	13.588	13.9425	14.9203	13.3573	10.6831	10.6342	10.7275	11.4264	18.8813	27.1182	29.7573	24.8973	10.9395	11.2113	11.971	13.0353	5.1947	3.3702	5.9241	4.3287	35.8275	32.2636	32.9885	33.0216	25.9861	25.6931	19.2085	21.2855	19.3352	19.2781	17.7845	14.499	18.2404	15.0302	5.2787	5.6386	18.921	18.4267	18.19	18.2384	42.4404	56.5745	13.7328	30.2084
